sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
26182913f7774ab21fdb2599a2e8a367abb57dc7d3c4c224c2bb546836bde9b9,What hormone is responsible for the decrease in systemic vascular resistance during pregnancy?,"has a relaxing effect. Progesterone increases production of many vasodilatory substances such as prostaglandins, NO, and atrial natriuretic peptide.",5,A,Progesterone,Estrogen,Vasopressin,Human chorionic gonadotropin,None of the above,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: What hormone is responsible for the decrease in systemic vascular resistance during pregnancy?
###Options:
A.  Progesterone
B.  Estrogen
C.  Vasopressin
D.  Human chorionic gonadotropin
E.  None of the above

###Answer:",Progesterone,P,False
34f6e3ea422e17276e1215d2c06bc506cd142460ba996269486ce7c055dafeb3,A patient presents to a rural clinic in Africa with carbon monoxide poisoning after using a charcoal stove indoors for cooking. Which of the following complications is of particular concern in this setting?,"In African communities where access to healthcare may be limited, patients with carbon monoxide poisoning may not receive prompt treatment, leading to prolonged exposure and potential development of hypothermia due to impaired thermoregulation.",5,E,Bradycardia,Hypertension,Cyanosis,Seizures,Hypothermia,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A patient presents to a rural clinic in Africa with carbon monoxide poisoning after using a charcoal stove indoors for cooking. Which of the following complications is of particular concern in this setting?
###Options:
A.  Bradycardia
B.  Hypertension
C.  Cyanosis
D.  Seizures
E.  Hypothermia

###Answer:",D,D,False
24f0e73ebbccbe0a00e76f3da0a8a942461811e52384c1e8b47f153cfbe8f96d,"A 72 year old man patient presents with heaviness in the chest, at rest, for 2 hours. He feels sick, short of break and weak in all extremities. His history is notable for smoking 30 cigarettes daily for 12 years and controlled hyperlipidaemia and secondary hypertension.",Pack years is calculated by dividing the number of cigarettes smoked per day by 20 and then multiplying by the number of years smoked. So in this case the formula would be (30/20)*12= 18,5,C,16,17,18,19,20,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 72 year old man patient presents with heaviness in the chest, at rest, for 2 hours. He feels sick, short of break and weak in all extremities. His history is notable for smoking 30 cigarettes daily for 12 years and controlled hyperlipidaemia and secondary hypertension.
###Options:
A.  16
B.  17
C.  18
D.  19
E.  20

###Answer:",B,B,False
3c62253f9d290d96d3f8e181c13a224310db18ade8e7ff3b69ee0d0706ca78fa,Which of the following options has been demonstrated through randomized trials to lower the likelihood of being diagnosed with pancreatic cancer in the future?,"The findings from various large double-blind, randomized chemoprevention trials have solidified the role of 5 alpha-reductase inhibitors as the primary therapeutic approach for lowering the risk of future prostate cancer development. Rigorous placebo-controlled trials have demonstrated that both finasteride and dutasteride effectively decrease the period prevalence of prostate cancer. Conversely, trials assessing the efficacy of selenium, vitamin C, and vitamin E have failed to show any significant benefit compared to placebo.",5,B,Selenium.,Finasteride,Vitamin C,Vitamin E,Testosterone.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following options has been demonstrated through randomized trials to lower the likelihood of being diagnosed with pancreatic cancer in the future?
###Options:
A.  Selenium.
B.  Finasteride
C.  Vitamin C
D.  Vitamin E
E.  Testosterone.

###Answer:",A,A,False
fba08048a195efd6f63d068d9bf66e62812acc4421cade7faaee9754d18f649b,Which of the following is a common cause of acquired immunodeficiency syndrome (AIDS) in African adults?,"In African adults, AIDS is commonly caused by Mycobacterium tuberculosis infection, leading to pulmonary and extrapulmonary manifestations.",5,B,Human papillomavirus (HPV),Mycobacterium tuberculosis,Toxoplasma gondii,Pneumocystis jirovecii,Epstein-Barr virus (EBV),"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is a common cause of acquired immunodeficiency syndrome (AIDS) in African adults?
###Options:
A.  Human papillomavirus (HPV)
B.  Mycobacterium tuberculosis
C.  Toxoplasma gondii
D.  Pneumocystis jirovecii
E.  Epstein-Barr virus (EBV)

###Answer:",\n\n\n\n\n,\,False
8ddfd8f475f603d95fb6acb6c2c51d524509f5f915647a77c302d5c1eb9cacf8,A 68-year-old patient with cardiac failure is diagnosed with ovarian cancer. She begins using cisplatin but becomes nauseous and suffers from severe vomiting. Which of the following medications would be most effective to counteract the emesis in this patient without exacerbating her cardiac problem?,"Palonosetron is a 5-HT3 antagonist that is effective against drugs with high emetogenic activity, such as cisplatin. Although dolasetron is also in this category, its propensity to affect the heart makes it a poor choice for this patient. Droperidol also affects the heart and now is generally a second-line drug used in combination with opioids or benzodiazepines. The antiemetic effect of prochlorperazine, a phenothiazine, is most beneficial against anticancer drugs with moderate to low emetogenic properties.",5,E,Droperidol,Dolasetron,Prochlorperazine,Dronabinol,Palonosetron,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 68-year-old patient with cardiac failure is diagnosed with ovarian cancer. She begins using cisplatin but becomes nauseous and suffers from severe vomiting. Which of the following medications would be most effective to counteract the emesis in this patient without exacerbating her cardiac problem?
###Options:
A.  Droperidol
B.  Dolasetron
C.  Prochlorperazine
D.  Dronabinol
E.  Palonosetron

###Answer:",D,D,False
cdf61af5f9789c9678eb22e31f40e79b490cde3f6d5e278c3db637476abc4026,Which cancer screening test is used to detect abnormalities in the colon and rectum?,"Pap smear
",5,E,Pap smear,Pap smear,Pap smear,Pap smear,Pap smear,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which cancer screening test is used to detect abnormalities in the colon and rectum?
###Options:
A.  Pap smear
B.  Pap smear
C.  Pap smear
D.  Pap smear
E.  Pap smear

###Answer:",None of the above.,N,False
5ea545bf7f9d435cb0acbb607b5423c46c64bef2a693240ec3b0a8553c4505a2,The physiological effects of insulin includes.a. Increase glycolysisb. Decrease glycogenolysis c. Increase lipolysisd. Decrease gluconeogenesise. Decrease protein catabolism ,a. Increase glucose uptake by the cell and also there utilizationb. Increase conversion of glucose to glycogenc. Decrease lipolysis by increasing glucose uptake in adipose tissue and fat productiond. Increase glucose absorption in blood and depresses production of counter regulatory hormonese. Increase protein production ,5,C,True,True,False,True,True,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The physiological effects of insulin includes.a. Increase glycolysisb. Decrease glycogenolysis c. Increase lipolysisd. Decrease gluconeogenesise. Decrease protein catabolism 
###Options:
A.  True
B.  True
C.  False
D.  True
E.  True

###Answer:",A\n\n\n\n,A,False
9107bd96aef8667360797dc64480eb0aa075a8f3329e601343d14f9e0e4a7403,"Salmonellosis is caused by Salmonella bacteria, often contracted from contaminated food (especially poultry, eggs, and dairy) or water.","DUB refers to irregular or abnormal uterine bleeding not associated with specific pathology, often due to hormonal imbalances.",5,E,Endometriosis,Polycystic ovary syndrome (PCOS),Uterine fibroids,Ovarian cysts,Dysfunctional uterine bleeding (DUB),"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Salmonellosis is caused by Salmonella bacteria, often contracted from contaminated food (especially poultry, eggs, and dairy) or water.
###Options:
A.  Endometriosis
B.  Polycystic ovary syndrome (PCOS)
C.  Uterine fibroids
D.  Ovarian cysts
E.  Dysfunctional uterine bleeding (DUB)

###Answer:",None of the options provided,N,False
a78d863ff7fadb3e37c5822732c49d197e62851c4ea992be63bb334dabac7c15,Which of the following is not an effect of the oral contraceptive pill on coagulation?,"Oestrogen therapy greatly increases the risk of venous thromboembolism due to increased plasma levels of II, VII, VIII, IX and X with decreased anti-thrombin and tissue plasminogen activator. This effect is dependent on the dose of oestrogen. ",5,A,Increased plasma levels of clotting factor I,Decreased anti-thrombin,Increased plasma levels of clotting factor IX,Increased plasma levels of clotting factor X,Decreased tissue plasminogen activator,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is not an effect of the oral contraceptive pill on coagulation?
###Options:
A.  Increased plasma levels of clotting factor I
B.  Decreased anti-thrombin
C.  Increased plasma levels of clotting factor IX
D.  Increased plasma levels of clotting factor X
E.  Decreased tissue plasminogen activator

###Answer:",E,E,False
