sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
b682d57a13b1ad18379a7b4f781c900065b23a8a47e2c6edb0738df241f2f81d,"Which of the following conditions is characterized by an abnormal enlargement of the thyroid gland, often resulting in a visibly enlarged neck, and is endemic in certain regions of Africa due to dietary iodine deficiency?","Simple (nontoxic) goiter is characterized by thyroid enlargement without associated thyroid dysfunction. It often results from iodine deficiency, particularly in regions where dietary iodine intake is inadequate. Endemic goiter is a public health concern in various parts of Africa, particularly in landlocked areas distant from marine sources of iodine. Hashimoto's thyroiditis and Graves' disease are autoimmune thyroid disorders. Toxic multinodular goiter is characterized by multiple hyperfunctioning thyroid nodules. Thyroid cancer may present with a palpable thyroid nodule but is less commonly associated with diffuse thyroid enlargement.",5,D,Hashimoto's thyroiditis,Graves' disease,Toxic multinodular goiter,Simple (nontoxic) goiter,Thyroid cancer,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following conditions is characterized by an abnormal enlargement of the thyroid gland, often resulting in a visibly enlarged neck, and is endemic in certain regions of Africa due to dietary iodine deficiency?
###Options:
A.  Hashimoto's thyroiditis
B.  Graves' disease
C.  Toxic multinodular goiter
D.  Simple (nontoxic) goiter
E.  Thyroid cancer

###Answer:","D. Simple (nontoxic) goiter

Rationale:
Simple (nontoxic) goiter is characterized by the abnormal enlargement of the thyroid gland, often resulting in a visibly enlarged neck. It is often caused by iodine deficiency, which is endemic in certain regions of Africa. The other options listed are different thyroid conditions that do not match the description given in the question. Hashimoto's thyroiditis is an autoimmune condition, Graves' disease is an autoimmune hyperthyroidism, toxic multinodular goiter is a condition where multiple nodules in the thyroid gland produce excess thyroid hormone, and thyroid cancer is a malignant growth in the thyroid gland.",D,True,0.43749999500488285,0.12121211622112052,0.40624999500488285,0.8839149,0.896479,0.89015263
67351c580446820415846e4246ba2f3464ed382c3f300453840993c4bf842d12,"Which of the following infectious diseases, endemic to certain regions of Africa, is caused by the bacterium Mycobacterium leprae and primarily affects the skin, nerves, and mucous membranes?","Leprosy, also known as Hansen's disease, is a chronic infectious disease caused by Mycobacterium leprae. It primarily affects the skin, peripheral nerves, mucous membranes of the upper respiratory tract, and eyes. Leprosy is endemic in several regions of Africa, Asia, and Latin America. Tuberculosis, caused by Mycobacterium tuberculosis, primarily affects the lungs but can involve other organs as well. Yaws is a tropical disease caused by the bacterium Treponema pallidum pertenue. Buruli ulcer disease is caused by Mycobacterium ulcerans and primarily affects the skin and subcutaneous tissue. Lymphatic filariasis is caused by filarial worms transmitted by mosquitoes and primarily affects the lymphatic system.",5,B,Tuberculosis,Leprosy,Yaws,Buruli ulcer disease,Lymphatic filariasis,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following infectious diseases, endemic to certain regions of Africa, is caused by the bacterium Mycobacterium leprae and primarily affects the skin, nerves, and mucous membranes?
###Options:
A.  Tuberculosis
B.  Leprosy
C.  Yaws
D.  Buruli ulcer disease
E.  Lymphatic filariasis

###Answer:","B. Leprosy

Rationale:
Leprosy, also known as Hansen's disease, is caused by the bacterium Mycobacterium leprae. It primarily affects the skin, nerves, and mucous membranes, leading to skin lesions, nerve damage, and deformities if left untreated. Leprosy is endemic to certain regions of Africa, as well as Asia and the Americas. The other diseases listed are caused by different pathogens and have distinct clinical manifestations. Tuberculosis is caused by Mycobacterium tuberculosis and primarily affects the lungs. Yaws is caused by Treponema pallidum subspecies pertenue and affects the skin, bones, and cartilage. Buruli ulcer disease is caused by Mycobacterium ulcerans and leads to severe skin ulcers. Lymphatic filariasis is caused by parasitic worms and affects the lymphatic system.",B,True,0.5833333283487655,0.3763440810498324,0.5694444394598767,0.9235271,0.9314922,0.9274926
b0b91d118616037284a08889d727235b526dacb738d273673c6e8122558ef6fc,Which of the following is a viral hemorrhagic fever that is endemic to certain regions of Africa and is transmitted to humans through contact with infected rodents or their urine?,"Lassa fever is a viral hemorrhagic fever caused by the Lassa virus, which is primarily transmitted to humans through contact with urine or feces of infected Mastomys rodents. It is endemic to several West African countries and can lead to severe illness, including hemorrhagic fever and multi-organ failure. Ebola virus disease, Marburg virus disease, and Rift Valley fever are also viral hemorrhagic fevers found in Africa, but they are transmitted through different mechanisms and are associated with distinct viral pathogens.",5,B,Ebola virus disease,Lassa fever,Marburg virus disease,Rift Valley fever,Typhoid,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is a viral hemorrhagic fever that is endemic to certain regions of Africa and is transmitted to humans through contact with infected rodents or their urine?
###Options:
A.  Ebola virus disease
B.  Lassa fever
C.  Marburg virus disease
D.  Rift Valley fever
E.  Typhoid

###Answer:","B. Lassa fever

Rationale: Lassa fever is a viral hemorrhagic fever that is endemic to certain regions of West Africa. It is transmitted to humans through contact with infected rodents, particularly the multimammate rat, or their urine. The other options listed are also viral hemorrhagic fevers, but they are not primarily transmitted through contact with rodents or their urine. Ebola virus disease, Marburg virus disease, and Rift Valley fever are transmitted through direct contact with infected bodily fluids or tissues, while Typhoid is caused by bacteria and not a viral hemorrhagic fever.",B,True,0.5982905932909637,0.4025973975982459,0.5128205078208782,0.89965975,0.9079604,0.903791
1972fbe11f6249de5461c7836698bd1d7d17a244eb7bdbd973b78c442f2348f6,Ms XY is a primigravida who is 30 weeks pregnant. She presents toA   E with acute onset of shortness of breath and chest pain. Shehas just travelled via a long-haul flight (12 h) to Kenya. Which of thefollowing investigations is not appropriate in the investigation of asuspected pulmonary embolus in pregnancy?,A CTPA exposes a pregnant woman to very high amounts of x-rays. This is teratogenic to the unborn fetus.,5,E,V/Q Scan.,CXR.,D-Dimer..,ECG.,CTPA.,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Ms XY is a primigravida who is 30 weeks pregnant. She presents toA   E with acute onset of shortness of breath and chest pain. Shehas just travelled via a long-haul flight (12 h) to Kenya. Which of thefollowing investigations is not appropriate in the investigation of asuspected pulmonary embolus in pregnancy?
###Options:
A.  V/Q Scan.
B.  CXR.
C.  D-Dimer..
D.  ECG.
E.  CTPA.

###Answer:","D. ECG.

Rationale: An ECG (electrocardiogram) is not an appropriate investigation for a suspected pulmonary embolism in pregnancy. While it can show signs of strain on the heart, it is not specific or sensitive enough to diagnose a pulmonary embolism. The other options listed (V/Q Scan, CXR, D-Dimer, and CTPA) are more appropriate investigations for this condition. A V/Q Scan can show areas of the lungs that are not receiving enough blood flow, a CXR can show signs of a pulmonary embolism, a D-Dimer test can indicate the presence of blood clots, and a CTPA (computed tomography pulmonary angiography) can directly visualize a pulmonary embolism.",D,False,0.15909090583677693,0.0,0.13636363310950422,0.7957837,0.8516972,0.8227916
480181ec8fcb02bc808bc61fc3ab24c25bd846aaae1626a5368428033917f0f7,"A 25-year-old woman comes to the office because of a 3-day history of fever, chills, severe headache, weakness, muscle pain, loss of appetite, vomiting, diarrhea, and moderate abdominal pain. She is in nursing school and returned from a medical missions trip in West Africa 10 days ago. Her symptoms began abruptly while she was shopping in a supermarket after her return. Temperature is 39.0°C (102.2°F), pulse is 100/min, respirations are 22/min, and blood pressure is 110/70 mm Hg. The patient appears ill and in mild respiratory distress. Physical examination discloses poor skin turgor and hyperactive bowel sounds. Muscle strength is 4/5 throughout. Laboratory studies show leukopenia and thrombocytopenia. Which of the following is the most sensitive and specific test for detection of the suspected viral genome in this patient?","Given the patient's recent travel history to West Africa and the symptoms suggestive of viral hemorrhagic fever, such as fever, chills, headache, weakness, and thrombocytopenia, the most sensitive and specific test for detection of the suspected viral genome would be (C) Reverse transcription-polymerase chain reaction (RT-PCR) test.",5,C,Microarray analysis,Northern blot,Reverse transcription-polymerase chain reaction test,Southern blot,Western blot,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 25-year-old woman comes to the office because of a 3-day history of fever, chills, severe headache, weakness, muscle pain, loss of appetite, vomiting, diarrhea, and moderate abdominal pain. She is in nursing school and returned from a medical missions trip in West Africa 10 days ago. Her symptoms began abruptly while she was shopping in a supermarket after her return. Temperature is 39.0°C (102.2°F), pulse is 100/min, respirations are 22/min, and blood pressure is 110/70 mm Hg. The patient appears ill and in mild respiratory distress. Physical examination discloses poor skin turgor and hyperactive bowel sounds. Muscle strength is 4/5 throughout. Laboratory studies show leukopenia and thrombocytopenia. Which of the following is the most sensitive and specific test for detection of the suspected viral genome in this patient?
###Options:
A.  Microarray analysis
B.  Northern blot
C.  Reverse transcription-polymerase chain reaction test
D.  Southern blot
E.  Western blot

###Answer:","C. Reverse transcription-polymerase chain reaction test

Rationale:
The patient's symptoms and recent travel history to West Africa suggest a possible infection with a virus, such as Ebola virus. The most sensitive and specific test for detecting the suspected viral genome in this case is the reverse transcription-polymerase chain reaction (RT-PCR) test. RT-PCR is a molecular technique that amplifies and detects specific viral RNA sequences, making it highly sensitive and specific for identifying viral infections. The other options, such as microarray analysis, Northern blot, Southern blot, and Western blot, are not as sensitive or specific for detecting viral RNA in clinical samples.",C,True,0.4716981086080457,0.2753623143961353,0.4339622595514418,0.8884256,0.8906977,0.8895602
9fbe4134a572e8e2c8fc66ec8b5d578b9a920de63143be9129729b462ae70a92,The following diseases must be screened for in blood for transfusion in Kenya;,"Hepatitis, Hiv and Syphillis screening are mandatory for blood transfusion in Kenya.",4,D,Hepatitis,HIV,Syphillis,All of the above,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The following diseases must be screened for in blood for transfusion in Kenya;
###Options:
A.  Hepatitis
B.  HIV
C.  Syphillis
D.  All of the above

###Answer:","D. All of the above

Rationale: In Kenya, it is essential to screen blood for transfusion for all the mentioned diseases - Hepatitis, HIV, and Syphilis. This is to ensure the safety of the blood supply and prevent the transmission of these infectious diseases to recipients.",D,True,0.22222221831111116,0.0,0.08888888497777794,0.86345524,0.8913361,0.8771742
5973b65cc72965bbd94cc61f141722c44a574fcbe80a0c0ff815cfd5bbaea136,Acceptable blood donors in Kenya do not include:,Commercial blood donors are not allowed in Kenya,5,C,Patient called donor,Voluntary call responsive,Commercial,Autologous,Voluntary walk in,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Acceptable blood donors in Kenya do not include:
###Options:
A.  Patient called donor
B.  Voluntary call responsive
C.  Commercial
D.  Autologous
E.  Voluntary walk in

###Answer:","C. Commercial

Rationale:
Acceptable blood donors in Kenya, as in many other countries, include voluntary donors who are not paid for their donation. Commercial donors, who are paid for their blood, are not considered acceptable donors as they may pose a risk to the safety and quality of the blood supply. The other options (A, B, D, and E) represent different types of voluntary blood donations, which are considered acceptable.",C,True,0.2142857118367347,0.056338026391589024,0.17857142612244903,0.8236208,0.8941246,0.8574258
2311d9a9e7bb66677a3b560f2a88a7c528bf8fdb478087d9d81e722ee41f8388,"Which of the following conditions, prevalent in Africa, is characterized by the abnormal growth of cells in the prostate gland, leading to symptoms such as urinary frequency, urgency, hesitancy, weak urinary stream, and nocturia?","Benign prostatic hyperplasia (BPH) is a common condition in aging men, characterized by the non-cancerous enlargement of the prostate gland. BPH can cause compression of the urethra, leading to urinary symptoms such as frequency, urgency, hesitancy, weak urinary stream, and nocturia. BPH is prevalent in Africa and can significantly affect quality of life if left untreated. Prostatitis is inflammation of the prostate gland and can present with similar urinary symptoms but is often associated with pain or discomfort in the pelvic area. Prostate cancer is a malignancy of the prostate gland and may also cause urinary symptoms, along with other systemic manifestations. Epididymitis is inflammation of the epididymis, often secondary to infection, and presents with scrotal pain and swelling. Testicular cancer is a malignancy of the testes and typically presents with a painless testicular mass.",5,C,Prostatitis,Prostate cancer,Benign prostatic hyperplasia (BPH),Epididymitis,Testicular cancer,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following conditions, prevalent in Africa, is characterized by the abnormal growth of cells in the prostate gland, leading to symptoms such as urinary frequency, urgency, hesitancy, weak urinary stream, and nocturia?
###Options:
A.  Prostatitis
B.  Prostate cancer
C.  Benign prostatic hyperplasia (BPH)
D.  Epididymitis
E.  Testicular cancer

###Answer:","B. Prostate cancer

Rationale:
Prostate cancer is characterized by the abnormal growth of cells in the prostate gland, which can lead to symptoms such as urinary frequency, urgency, hesitancy, weak urinary stream, and nocturia. While prostatitis, benign prostatic hyperplasia (BPH), and epididymitis can also cause similar symptoms, prostate cancer is the condition that specifically involves the abnormal growth of cells in the prostate gland. Testicular cancer, on the other hand, affects the testicles and does not cause symptoms related to the prostate gland.",B,False,0.4637681111195127,0.1945945898647189,0.4202898502499475,0.89938796,0.8733558,0.88618076
2ea6139fdc9b2998470f3d7d8efa48e722a6dbde660bf25485f8e1f7bc9fbaa3,"Which of the following conditions, prevalent in Africa, is characterized by the formation of multiple, fluid-filled cysts in the kidneys, leading to progressive renal dysfunction and eventual kidney failure?"," Polycystic kidney disease (PKD) is a genetic disorder characterized by the formation of multiple fluid-filled cysts in the kidneys. These cysts can gradually enlarge, leading to compression of surrounding renal tissue and progressive renal dysfunction. PKD is prevalent in Africa and can ultimately result in kidney failure if left untreated. Glomerulonephritis is inflammation of the glomeruli, the filtering units of the kidneys, and can lead to kidney damage. Nephrolithiasis refers to the formation of kidney stones, which can cause obstruction and renal colic. Pyelonephritis is inflammation and infection of the kidney parenchyma, often secondary to ascending urinary tract infections. Renal cell carcinoma is a type of kidney cancer.",5,A,Polycystic kidney disease,Glomerulonephritis,Nephrolithiasis,Pyelonephritis,Renal cell carcinoma,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following conditions, prevalent in Africa, is characterized by the formation of multiple, fluid-filled cysts in the kidneys, leading to progressive renal dysfunction and eventual kidney failure?
###Options:
A.  Polycystic kidney disease
B.  Glomerulonephritis
C.  Nephrolithiasis
D.  Pyelonephritis
E.  Renal cell carcinoma

###Answer:","A. Polycystic kidney disease

Rationale:
Polycystic kidney disease (PKD) is a genetic disorder characterized by the growth of numerous cysts in the kidneys. These cysts are filled with fluid and can gradually replace much of the kidney mass, leading to progressive renal dysfunction and eventual kidney failure. PKD is more prevalent in African populations compared to other ethnic groups. The other options listed are different kidney conditions that do not involve the formation of multiple cysts.",A,True,0.4603174553628118,0.32558139046308815,0.4603174553628118,0.8977361,0.8678776,0.88255435
09cbeee45181ee6a8b98880fd5beb1e7e63bce5cdaad8bec3f56f3aef56ef024,"Which of the following conditions, prevalent in Africa, is characterized by a chronic, relapsing inflammatory skin disorder with erythematous, scaly plaques, often affecting extensor surfaces and the scalp?"," Psoriasis is a chronic inflammatory skin disorder characterized by erythematous, scaly plaques, typically affecting extensor surfaces such as the elbows and knees, as well as the scalp. It can present with itching, pain, and discomfort. Psoriasis is prevalent in Africa and can significantly impact the quality of life of affected individuals. Eczema, also known as atopic dermatitis, is another inflammatory skin condition characterized by pruritic, erythematous patches, often with oozing and crusting. Dermatophytosis, or ringworm, is a fungal infection of the skin, hair, or nails. Scabies is caused by the Sarcoptes scabiei mite and presents with intense itching and a characteristic rash. Contact dermatitis is inflammation of the skin triggered by contact with irritants or allergens.",5,B,Eczema,Psoriasis,Dermatophytosis,Scabies,Contact dermatitis,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following conditions, prevalent in Africa, is characterized by a chronic, relapsing inflammatory skin disorder with erythematous, scaly plaques, often affecting extensor surfaces and the scalp?
###Options:
A.  Eczema
B.  Psoriasis
C.  Dermatophytosis
D.  Scabies
E.  Contact dermatitis

###Answer:","B. Psoriasis

Rationale:
Psoriasis is a chronic, relapsing inflammatory skin disorder characterized by erythematous, scaly plaques. It commonly affects extensor surfaces (elbows, knees) and the scalp. The other options do not match the description given in the question. Eczema is characterized by itchy, inflamed skin, but it does not typically present with scaly plaques. Dermatophytosis is a fungal infection that affects the skin, hair, or nails. Scabies is caused by mites burrowing into the skin, leading to intense itching and a rash. Contact dermatitis is a skin reaction to an allergen or irritant, resulting in red, itchy, and inflamed skin.",B,True,0.4429530151524706,0.26600984724404875,0.4429530151524706,0.9057597,0.8980021,0.90186423
