sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
a7ee602bfd80746f73e7ce59d70ab8900b0d7ebe40241007d2d050e27b823d25,"You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?

","A duodenal switch is a primarily malabsorptive procedure: biliopancreatic diversion with duodenal switch results in significant nutritional abnormalities including deficiencies in vitamins A, B12, D, E and K, iron and protein. RYGB may produce similar effects, though not typically to the same degree. LAGB and LSG are primarily restrictive procedures.",4,D,Laparoscopic adjustable gastric banding (LAGB),Roux-en-Y gastric bypass (RYGB),laparoscopic sleeve gastrectomy (LSG),biliopancreatic diversion with duodenal switch (BPDS),,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?


###Options:
A.  Laparoscopic adjustable gastric banding (LAGB)
B.  Roux-en-Y gastric bypass (RYGB)
C.  laparoscopic sleeve gastrectomy (LSG)
D.  biliopancreatic diversion with duodenal switch (BPDS)

###Answer:"," D

###Rationale: Of the four options, biliopancreatic diversion with duodenal switch (BPDS) is the one most likely to produce severe malabsorptive nutritional sequelae. This is because it involves bypassing a significant portion of the small intestine, which can lead to severe malabsorption of protein, fat, carbohydrates, and vitamins, particularly the fat-soluble vitamins (A, D, E, and K). Additionally, the duodenal switch component of the procedure can also lead to a high risk of malabsorption of fat and protein. Of the other options, Laparoscopic Adjustable Gastric Banding (LAGB) is a purely restrictive procedure and does not involve any bypassing of the small intestine, which makes malabsorption less likely. Laparoscopic Sleeve Gastrectomy (Lapband) is also primarily a restrictive procedure but may lead to some mild malabsorption due to the removal of a portion of the stomach. Roux-en-Y Gastric Bypass (RYGB) involves bypassing a portion of the small intestine but is less likely to lead to severe malabsorption compared to BPDS.",D,True
06bcc20456d81d9d68cb646e92aba0a4718b0088899d09b3effb7a43f52531d3,"A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?

",Diabetes and obstructive sleep apnea are considered sever co-morbidities. Hypertension is considered a less severe co-morbidity. ,4,B,BMI 32 and Type II diabetes,BMI 37 and obstructive sleep apnea,BMI 37 and hypertension,BMI 46 and no identifiable co-morbidities,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?


###Options:
A.  BMI 32 and Type II diabetes
B.  BMI 37 and obstructive sleep apnea
C.  BMI 37 and hypertension
D.  BMI 46 and no identifiable co-morbidities

###Answer:"," D

Rationale: For adolescents (age 13-18), bariatric surgery is generally indicated for those with a BMI of 40 or higher, or a BMI of 35 or higher with severe co-morbidities. This patient has a BMI of 46 and therefore meets the criteria for surgical management. Options A, B, and C are not correct because they do not meet the BMI criteria for surgical management.",D,False
2d6206ab0285667d016ba210e1aeaf3caed81db107fb32e0fa4e194948f1bebf,"
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90th centile. 

By definition how would you classify this patient?

","The terms overweight (BMI for age and gender ≥85th percentile), obese (BMI for age and gender ≥95th percentile), and severely obese (BMI for age and gender >120% of the 95th percentile) have been used to refer to increasing grades of excess weight in children. ",4,C,Obese,Normal,Overweight,Severely obese,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: 
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90th centile. 

By definition how would you classify this patient?


###Options:
A.  Obese
B.  Normal
C.  Overweight
D.  Severely obese

###Answer:"," C.

###Rationale: BMI (Body Mass Index) above the 90th centile for age is classified as overweight. The World Health Organization (WHO) defines overweight as BMI at or above the 85th centile and below the 95th centile for age. The American Academy of Pediatrics (AAP) also uses this classification.",C,True
85de0d8a61bbf0c8007362fc23c17cb4cd515bf75afe1ab4b0ec185acd529b17,"Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?

",A patent urachus requires investigation of the urinary tract to look for bladder outlet obstruction in which the urachus is functioning as a relief valve. ,4,D,"Discharge when well with catheter in situ, and follow up at 1 week for removal",Removal of catheter 24 to 48 hours post op and discharge if good urinary stream,Inpatient ultrasound and discharge if normal,Voiding cystourethrogram after removal of catheter at 10 to 14 days post op,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?


###Options:
A.  Discharge when well with catheter in situ, and follow up at 1 week for removal
B.  Removal of catheter 24 to 48 hours post op and discharge if good urinary stream
C.  Inpatient ultrasound and discharge if normal
D.  Voiding cystourethrogram after removal of catheter at 10 to 14 days post op

###Answer:"," B

Rationale: This patient has undergone resection of a patent urachus and bladder closure. Following this type of surgery, it is important to ensure that the bladder is draining properly and that there are no signs of complications such as urinary retention or infection. Leaving the transurethral catheter in place for 24 to 48 hours post-operatively allows for adequate bladder drainage and minimizes the risk of complications. After removal of the catheter, the patient can be discharged if they have a good urinary stream, indicating that the bladder is functioning properly. This approach also allows for early detection of any potential complications and prompt intervention if needed.",B,False
7482c32ae9a860247b3449a230e5eee576e5284cd9a57f8708e22216868cbdd4,"A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?",Failure to adequately resect the patent urachus at dome of bladder may increase the risk of future malignancies,4,D,Suture ligate the patent urachus at the umbilicus,Ligate and divide the patent urachus at the dome of the bladder,Resect the entire patent urachus and ligate and divide at the dome of the bladder,"Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair",,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?
###Options:
A.  Suture ligate the patent urachus at the umbilicus
B.  Ligate and divide the patent urachus at the dome of the bladder
C.  Resect the entire patent urachus and ligate and divide at the dome of the bladder
D.  Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair

###Answer:"," C. Resect the entire patent urachus and ligate and divide at the dome of the bladder

###Rationale: These fluid-filled structures are remnants of the allantois (a structure that connects the umbilical cord to the urinary bladder) and usually close spontaneously after birth. If it remains open, a patent urachus results. Surgical correction involves resecting the entire patent urachus and ligating/dividing the remaining end at the dome of the bladder to prevent any potential fluid leakage or infection.",C,False
03833fa3fcd1dc1c02317c0359804bf36433f93412fc7c0e5e42d4f3cca611b9,"A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?

",The child has no history of previous surgery making adhesive bowel obstruction unlikely. Failure of regression of a dominant omphalomesenteric artery may result in a fibrous band extending from the umbilicus to the small intestine. ,4,D,adhesive bowel obstruction,omphalomesenteric duct remnant,internal hernia,remnant of the omphalomesenteric artery,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?


###Options:
A.  adhesive bowel obstruction
B.  omphalomesenteric duct remnant
C.  internal hernia
D.  remnant of the omphalomesenteric artery

###Answer:"," B

###Rationale: Omphalomesenteric duct remnants are a common cause of bowel obstruction in children. During development, the omphalomesenteric duct connects the midgut to the yolk sac. Usually, it involutes by the sixth week of gestation. If it fails to involute, it may persist as a fibrous band that can connect the umbilicus to the small bowel, causing bowel obstruction. In this scenario, the child's symptoms and the operative findings are consistent with an omphalomesenteric duct remnant. Adhesive bowel obstruction would not present with a fibrous band from the umbilicus to the jejunum. Internal hernia is possible but less likely. Remnant of the omphalomesenteric artery would not cause bowel obstruction.",B,False
18fad4532780a441877ef7a155b05821f43af0ac894e5c98ff8d46102d0074b1,"A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?","Based on suspicion of omphalitis. The immediate management of this condition in the absence of any clinical features of necrotizing fasciitis is admission and intravenous antibiotics. If the cellulitis progresses despite treatment, surgical exploration is warranted. ",4,C,Surgical debridement,Incision and drainage,Intravenous antibiotics,Oral antibiotics and observation,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?
###Options:
A.  Surgical debridement
B.  Incision and drainage
C.  Intravenous antibiotics
D.  Oral antibiotics and observation

###Answer:"," C

###Rationale: Omphalitis is an infection of the umbilical cord stump, which is a common condition in newborns. The symptoms of the newborn presented, such as fever, tachycardia, and erythema around the umbilicus, are consistent with omphalitis. The immediate management of omphalitis is intravenous antibiotics to combat the bacterial infection. Surgical debridement and incision and drainage are not necessary at this stage, and oral antibiotics may not be effective in severe cases. Therefore, the correct answer is C, intravenous antibiotics.",C,True
76c707d96ba337d6a4943b5012958441a7e2ba38707934d80ab4d6a7ca311924,"You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?

",The normal time for separation of the umbilical cord after birth ranges from 3 days to 2 months. Delayed separation of the umbilical cord has been associated with heritable neutrophil mobility defects and widespread infections that are often lethal.,4,C,Apply daily chlorhexidine to the cord,Suture ligated the excess cord,Investigate for neutrophil mobility defects,Investigate for vertical transmission of HIV,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?


###Options:
A.  Apply daily chlorhexidine to the cord
B.  Suture ligated the excess cord
C.  Investigate for neutrophil mobility defects
D.  Investigate for vertical transmission of HIV

###Answer:"," C

###Rationale: If the umbilical cord has not yet separated at 2 months of age, it is a sign of a possible immunodeficiency disorder, such as Leukocyte Adhesion Deficiency (LAD), which affects neutrophil mobility. This could cause severe lower respiratory tract infections. Hence, it is essential to investigate for neutrophil mobility defects. The other options are not directly related to the umbilical cord not separating.",C,True
413b63ec57cdc3c56814fbf81eb5f5a87df262dc732a6f0adc9c1b1f867b4efc,"A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?

",Meckel diverticulum originates from the omphalomesenteric duct. Umbilical polyps are omphalomesenteric duct remnants. Umbilical granulomas consist of granulation tissue only. A patent urachus results from failure of the urachus to obliterate. ,4,B,Meckel diverticulum originating from the urachus,Umbilical polyp originating from remnants of the omphalomesenteric duct,Umbilical granuloma originating from the omphalomesenteric vein,Patent urachus originating from the allantois,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?


###Options:
A.  Meckel diverticulum originating from the urachus
B.  Umbilical polyp originating from remnants of the omphalomesenteric duct
C.  Umbilical granuloma originating from the omphalomesenteric vein
D.  Patent urachus originating from the allantois

###Answer:"," B
Rationale: The omphalomesenteric duct is a normal structure during embryonic development, but remnant tissue can lead to an umbilical polyp. The other options are not accurate pairings of embryological structures and their associated lesions. Meckel diverticulum originates from the omphalomesenteric duct, not the urachus. Umbilical granuloma does not originate from the omphalomesenteric vein. A patent urachus originates from the allantois, but the allantois is not directly related to umbilical polyps.",B,True
c26d12a61dc3360a3ba48aa69071be23249287cebd5810f43eeb4bf4ab662813,"A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?
","Pulmonary contusion is the common in children who sustain blunt chest trauma, owing to the increased compliance of the thoracic cavity in a child. As such, the chest can absorb a large amount of kinetic energy from the impact, which is subsequently transferred to the intrathoracic structures. An initial chest radiograph may be normal. Subsequent x-rays may reveal ill-defined consolidation which is not sensitive for contusion, with differentials including aspiration, atelectasis, and infection.",4,D,Cardiac contusion,Fat embolism,Aspiration pneumonia,Pulmonary contusion,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: A 17-year-old female presents to your department for evaluation.  
She reports that she has never had menstrual periods. Her pubic  
hair appeared at 8 years of age. Diagnostic studies with karyotype  
reveal 45 XO. Which of the following findings is characteristic of this patient’s  
condition? 
A) Elevated FSH 
B) Decreased LH 
C) Increased estrogen 
D) Elevated testosterone 
E) Decreased TSH 
###Answer: A 

Question: A microbiologist is studying the emergence of a virulent strain of the virus. 
After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. 
Within the host cell, concomitant production of various genome segments from both viruses occurs. 
Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. 
The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. 
Which of the following viruses is capable of undergoing the above-mentioned process?.
A) Epstein-Barr virus
B) Human immunodeficiency virus
C) Rotavirus
D) Vaccinia virus
###Answer: C

Question: An 18-year-old man is brought to the emergency department complaining of pain in the right  
hip and flank after a motor vehicle accident. He is alert and stable. On examination he has  
abrasions, ecchymoses, and tenderness over the right iliac crest, as well as abrasions on the  
right flank. Urinalysis shows gross blood and x-ray of the cervical spine is normal. What’s the next appropriate step in the diagnosis?  
A) CT scan of the abdomen with contrast  
B) MRI of the pelvis 
C) Radionuclide renal scan  
###Answer: A



###Question: A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?

###Options:
A.  Cardiac contusion
B.  Fat embolism
C.  Aspiration pneumonia
D.  Pulmonary contusion

###Answer:"," D

###Rationale for Answer:
The patient is haemodynamically stable, indicating no cardiac compromise or severe bleeding. There is no pneumothorax or haemothorax on chest X-ray. The presence of fracture, femur and bilateral tibia fractures, indicates significant trauma. However, there is no rib or sternal fractures on chest X-ray. Therefore, pulmonary contusion is the most likely cause of respiratory distress in this child, especially with the development of subcostal recessions, indicating increased work of breathing.",A,False
